A,Z,HL,E,I
237,94,3905280.0000000005,5334,0.0018
237,94,3905280.0000000005,5356,7.2E-4
237,94,3905280.0000000005,5498,8.8E-5
237,94,3905280.0000000005,5560,1.51E-4
237,94,3905280.0000000005,5610,3.1E-4
237,94,3905280.0000000005,5650,3.0E-4
238,94,2.768E9,4430.7,1.10E-6
238,94,2.768E9,4470.8,1.20E-6
238,94,2.768E9,4524.9,7.E-8
238,94,2.768E9,4565.8,2.5E-7
238,94,2.768E9,4590,1.2E-5
238,94,2.768E9,4661,5.93E-6
238,94,2.768E9,4662.6,9.E-8
238,94,2.768E9,4704,5E-5
238,94,2.768E9,4724,2.2E-5
238,94,2.768E9,5015,6.8E-6
238,94,2.768E9,5205.6,0.00300
238,94,2.768E9,5357.7,0.105
238,94,2.768E9,5456.3,28.98
238,94,2.768E9,5499.03,70.91
239,94,7.609E11,4059,2.1E-8
239,94,7.609E11,4117,9.3E-8
239,94,7.609E11,4181,5.6E-8
239,94,7.609E11,4187,7.4E-8
239,94,7.609E11,4202,4.0E-8
239,94,7.609E11,4204.5,6.1E-8
239,94,7.609E11,4280,1.90E-7
239,94,7.609E11,4306,1.00E-7
239,94,7.609E11,4326,4.20E-8
239,94,7.609E11,4327,2.30E-7
239,94,7.609E11,4349,3.0E-7
239,94,7.609E11,4364.5,8.4E-8
239,94,7.609E11,4380,2.5E-5
239,94,7.609E11,4390,1.00E-6
239,94,7.609E11,4392,2.46E-7
239,94,7.609E11,4400.3,1.03E-5
239,94,7.609E11,4408,1.00E-7
239,94,7.609E11,4419,3.3E-7
239,94,7.609E11,4448.5,2.00E-6
239,94,7.609E11,4464.7,1.15E-5
239,94,7.609E11,4467.4,6.90E-6
239,94,7.609E11,4497,1.5E-8
239,94,7.609E11,4503,5.38E-6
239,94,7.609E11,4510,8.E-5
239,94,7.609E11,4529.6,3.19E-6
239,94,7.609E11,4534,2.84E-6
239,94,7.609E11,4559,1.2E-5
239,94,7.609E11,4632,7.0E-4
239,94,7.609E11,4655,2.8E-6
239,94,7.609E11,4691,5.0E-4
239,94,7.609E11,4718.5,4.00E-5
239,94,7.609E11,4736,0.0051
239,94,7.609E11,4749,6.0E-4
239,94,7.609E11,4769,0.0015
239,94,7.609E11,4795,0.0012
239,94,7.609E11,4824,2.30E-5
239,94,7.609E11,4828,0.0024
239,94,7.609E11,4866,0.0019
239,94,7.609E11,4871,7.E-4
239,94,7.609E11,4912,0.0024
239,94,7.609E11,4934,0.0060
239,94,7.609E11,4960,0.0070
239,94,7.609E11,4987,0.0130
239,94,7.609E11,5006,0.0170
239,94,7.609E11,5028,0.009
239,94,7.609E11,5054,0.047
239,94,7.609E11,5076,0.078
239,94,7.609E11,5105.5,11.94
239,94,7.609E11,5111,0.010
239,94,7.609E11,5144.3,17.11
239,94,7.609E11,5156.59,70.77
239,94,7.609E11,5156.7,0.030
240,94,2.0705E11,4217.3,3.E-8
240,94,2.0705E11,4224.1,3.E-8
240,94,2.0705E11,4226.1,5.E-8
240,94,2.0705E11,4264.38,5.9E-7
240,94,2.0705E11,4436.4,1.3E-8
240,94,2.0705E11,4492.07,2.00E-5
240,94,2.0705E11,4654.69,4.6E-5
240,94,2.0705E11,4863.60,0.00106
240,94,2.0705E11,5021.23,0.084
240,94,2.0705E11,5123.68,27.10
240,94,2.0705E11,5168.17,72.80
241,94,4.51E8,4692,7.4E-7
241,94,4.51E8,4732,7.4E-7
241,94,4.51E8,4742,1.72E-6
241,94,4.51E8,4783,4.9E-6
241,94,4.51E8,4797,3.43E-5
241,94,4.51E8,4852.9,2.96E-4
241,94,4.51E8,4895.9,0.002038
241,94,4.51E8,4972,3.19E-5
241,94,4.51E8,4999,1.00E-5
241,94,4.51E8,5042,2.499E-5
241,94,4.51E8,5055,8.57E-6
242,94,1.179E13,4600.0,8.6E-4
242,94,1.179E13,4756.1,0.0307
242,94,1.179E13,4858.1,23.48
242,94,1.179E13,4902.2,76.49
244,94,2.559E15,4546,19.4
244,94,2.559E15,4589,80.5
235,95,594,6457,0.40
237,95,4380,6042,0.025
238,95,5880,5940,5.E-5
239,95,42840,5680,1.98E-4
239,95,42840,5734,0.00138
239,95,42840,5774.2,0.0084
239,95,42840,5825,3.3E-5
240,95,182880,5286,2.3E-6
240,95,182880,5337,2.28E-5
240,95,182880,5378,1.65E-4
241,95,1.365E10,4758,5.E-6
241,95,1.365E10,4800,8.6E-5
241,95,1.365E10,4834,7E-4
241,95,1.365E10,5004,1E-4
241,95,1.365E10,5068,1.4E-4
241,95,1.365E10,5089,4.0E-4
241,95,1.365E10,5096,4.0E-4
241,95,1.365E10,5114,4E-4
241,95,1.365E10,5137,3.2E-4
241,95,1.365E10,5155,7E-4
241,95,1.365E10,5178,3E-4
241,95,1.365E10,5182,9E-4
241,95,1.365E10,5192,6E-4
241,95,1.365E10,5217,1.0E-5
241,95,1.365E10,5223,0.0013
241,95,1.365E10,5244,0.0024
241,95,1.365E10,5279,5E-4
241,95,1.365E10,5322,0.015
241,95,1.365E10,5388,1.660
241,95,1.365E10,5416.5,0.0100
241,95,1.365E10,5442.80,13.1
241,95,1.365E10,5469,0.020
241,95,1.365E10,5485.56,84.8
241,95,1.365E10,5511.5,0.225
241,95,1.365E10,5544.5,0.37
242,95,4.45E9,4974.7,9.2E-6
242,95,4.45E9,5027.2,9.E-5
242,95,4.45E9,5068,0.0011
242,95,4.45E9,5082,1.38E-4
242,95,4.45E9,5091.8,1.0E-3
242,95,4.45E9,5143.0,0.0257
242,95,4.45E9,5153.1,9.18E-5
242,95,4.45E9,5173.31,9.E-5
242,95,4.45E9,5175.3,9.E-5
242,95,4.45E9,5207.06,0.409
242,95,4.45E9,5214.5,1.38E-4
242,95,4.45E9,5248.01,0.003
242,95,4.45E9,5248.12,0.003
242,95,4.45E9,5249.50,9.E-5
242,95,4.45E9,5251.67,9.E-5
242,95,4.45E9,5272.85,0.0050
242,95,4.45E9,5314.83,0.0028
242,95,4.45E9,5331.85,7.E-4
242,95,4.45E9,5367.61,0.0050
242,95,4.45E9,5410.03,0.0046
242,95,4.45E9,5458.58,6.43E-4
242,95,4.45E9,5517.79,1.4E-5
243,95,2.326E11,4695,0.0017
243,95,2.326E11,4919,8.5E-5
243,95,2.326E11,4930,1.8E-4
243,95,2.326E11,4946,3.4E-4
243,95,2.326E11,4997,8.E-4
243,95,2.326E11,5008,8.E-4
243,95,2.326E11,5029,0.0015
243,95,2.326E11,5035,0.0015
243,95,2.326E11,5088,0.0050
243,95,2.326E11,5113,0.008
243,95,2.326E11,5181,1.360
243,95,2.326E11,5233.3,11.2
243,95,2.326E11,5275.3,87.1
243,95,2.326E11,5321,0.16
243,95,2.326E11,5349.4,0.16
238,96,8640,6464,1.17
238,96,8640,6520,2.67
240,96,2332800,5989,0.01396
240,96,2332800,6147,0.05184
240,96,2332800,6247.7,28.8
240,96,2332800,6290.5,70.9
241,96,2833919.1,5687,0.0022
241,96,2833919.1,5719,8.E-4
241,96,2833919.1,5785,7.0E-4
241,96,2833919.1,5863,0.0014
241,96,2833919.1,5884.7,0.118
241,96,2833919.1,5914,0.0012
241,96,2833919.1,5927.2,0.181
241,96,2833919.1,5939.0,0.69
241,96,2833919.1,5978,0.0028
241,96,2833919.1,6036,0.0012
241,96,2833919.1,6080.9,0.0015
242,96,1.408E7,4869.43,5.2E-7
242,96,1.408E7,4904.44,5.5E-7
242,96,1.408E7,5005.64,3.1E-7
242,96,1.408E7,5101.21,3.7E-6
242,96,1.408E7,5111.1,1.0E-7
242,96,1.408E7,5146.07,1.7E-6
242,96,1.408E7,5165.95,1.13E-6
242,96,1.408E7,5186.95,3.6E-5
242,96,1.408E7,5366.22,2.2E-7
242,96,1.408E7,5462.47,1.26E-5
242,96,1.408E7,5517.75,2.5E-4
242,96,1.408E7,5607.76,2E-5
242,96,1.408E7,5816.39,0.0046
242,96,1.408E7,5969.24,0.0350
242,96,1.408E7,6069.43,25.92
242,96,1.408E7,6112.72,74.08
243,96,9.183E8,5226,3.8887E-4
243,96,9.183E8,5267,0.0014957
243,96,9.183E8,5316,9.971E-4
243,96,9.183E8,5323,0.0029913
243,96,9.183E8,5332,0.0029913
243,96,9.183E8,5523,0.0019942
243,96,9.183E8,5532,0.0059826
243,96,9.183E8,5537,0.0019942
243,96,9.183E8,5568,0.0069797
243,96,9.183E8,5575,0.0069797
243,96,9.183E8,5582,0.0090
243,96,9.183E8,5587,0.0199
243,96,9.183E8,5593,0.009971
243,96,9.183E8,5609,0.005
243,96,9.183E8,5612,0.030
243,96,9.183E8,5622,0.059826
243,96,9.183E8,5639,0.13959
243,96,9.183E8,5646,0.029913
243,96,9.183E8,5682,0.19942
243,96,9.183E8,5686,1.5954
243,96,9.183E8,5742.1,11.5
243,96,9.183E8,5785.2,73.0
243,96,9.183E8,5876,0.69797
243,96,9.183E8,5907,0.09971
243,96,9.183E8,5991.8,5.68
243,96,9.183E8,6010,1.0968
243,96,9.183E8,6058,4.7
243,96,9.183E8,6066.2,1.50
244,96,5.715E8,4920,5.0E-5
244,96,5.715E8,4960,1.49E-4
244,96,5.715E8,5166.64,4.E-6
244,96,5.715E8,5215,5.6E-5
244,96,5.715E8,5315,4E-5
244,96,5.715E8,5513,0.00352
244,96,5.715E8,5664,0.0204
244,96,5.715E8,5762.64,23.10
244,96,5.715E8,5804.77,76.90
245,96,2.682E11,5151,0.0025
245,96,2.682E11,5159,0.0020
245,96,2.682E11,5234.4,0.32
245,96,2.682E11,5272.8,0.07
245,96,2.682E11,5304.3,5.00
245,96,2.682E11,5361.1,93.2
245,96,2.682E11,5370,0.0200
245,96,2.682E11,5370,0.45
245,96,2.682E11,5436.1,0.04
245,96,2.682E11,5488.5,0.83
245,96,2.682E11,5529.0,0.58
246,96,1.502E11,5343.5,17.8
246,96,1.502E11,5386.5,82.2
247,96,4.923E14,4820,4.7
247,96,4.923E14,4870,71.0
247,96,4.923E14,4943,1.60
247,96,4.923E14,4985,2.00
247,96,4.923E14,5147,1.20
247,96,4.923E14,5212,5.7
247,96,4.923E14,5267,13.8
248,96,1.0982E13,4776.0,0.005
248,96,1.0982E13,4931.1,0.070
248,96,1.0982E13,5034.89,16.52
248,96,1.0982E13,5078.41,75.0
243,97,16200,6185,0.0059
243,97,16200,6213,0.0204
243,97,16200,6397,3.0E-4
243,97,16200,6449,0.0011
243,97,16200,6505,0.0104
243,97,16200,6545,0.029
243,97,16200,6577,0.038
243,97,16200,6608,0.00105
243,97,16200,6669,0.0018
243,97,16200,6721,0.0188
243,97,16200,6761,0.023
244,97,15659.1,6626,0.0030
244,97,15659.1,6665,0.0030
245,97,426816.00000000006,5796,0.00108
245,97,426816.00000000006,5852,0.00168
245,97,426816.00000000006,5861,0.0032
245,97,426816.00000000006,5886,0.0258
245,97,426816.00000000006,5980,1.0E-4
245,97,426816.00000000006,6035,6.6E-4
245,97,426816.00000000006,6083,0.0074
245,97,426816.00000000006,6113,0.0062
245,97,426816.00000000006,6118,0.0120
245,97,426816.00000000006,6147,0.0220
245,97,426816.00000000006,6193,0.00144
245,97,426816.00000000006,6258,0.00180
245,97,426816.00000000006,6308,0.0180
245,97,426816.00000000006,6348,0.0186
247,97,4.355E10,5456,1.50
247,97,4.355E10,5501,7.0
247,97,4.355E10,5531,45.0
247,97,4.355E10,5610,0.40
247,97,4.355E10,5654,5.5
247,97,4.355E10,5688,13.0
247,97,4.355E10,5710,17.0
247,97,4.355E10,5754,4.3
247,97,4.355E10,5794,5.5
249,97,2.765E7,5045,5.8E-7
249,97,2.765E7,5114,2.6E-5
249,97,2.765E7,5151,5.5E-7
249,97,2.765E7,5249.4,1.45E-6
249,97,2.765E7,5314,1.07E-6
249,97,2.765E7,5322,7.0E-7
249,97,2.765E7,5352,2.18E-5
249,97,2.765E7,5389.7,2.32E-4
249,97,2.765E7,5416.6,0.00108
249,97,2.765E7,5437.1,7.0E-5
240,98,57.6,7545,28
240,98,57.6,7590,59
243,98,642,7060,9.9
243,98,642,7170,4.1
244,98,1164,7174,18
244,98,1164,7209,53
245,98,2784,6978,0.104
245,98,2784,7016,0.104
245,98,2784,7058,0.228
245,98,2784,7084,2.35
245,98,2784,7137.9,30.8
246,98,128520.00000000001,6467,0.0160
246,98,128520.00000000001,6615.6,0.150
246,98,128520.00000000001,6708.2,20.6
246,98,128520.00000000001,6750.0,79.3
247,98,11196,6238,0.0018
247,98,11196,6296,0.033
248,98,2.881E7,6118,0.40
248,98,2.881E7,6217,19.6
248,98,2.881E7,6258,80.0
249,98,1.108E10,5201,3.E-5
249,98,1.108E10,5238,1.0E-4
249,98,1.108E10,5273,6.E-5
249,98,1.108E10,5307,6.E-5
249,98,1.108E10,5341,4.0E-4
249,98,1.108E10,5359,5.E-5
249,98,1.108E10,5370,1.30E-4
249,98,1.108E10,5422,1.5E-4
249,98,1.108E10,5431,0.0026
249,98,1.108E10,5433,7.7E-4
249,98,1.108E10,5471,2E-4
249,98,1.108E10,5483,3.2E-4
249,98,1.108E10,5501,0.0440
249,98,1.108E10,5532,2.1E-4
249,98,1.108E10,5559,0.113
249,98,1.108E10,5604,0.001
249,98,1.108E10,5616,0.0069
249,98,1.108E10,5645,0.00150
249,98,1.108E10,5658,1.00E-4
249,98,1.108E10,5694,0.300
249,98,1.108E10,5704,0.03
249,98,1.108E10,5759.5,4.69
249,98,1.108E10,5783.3,0.26
249,98,1.108E10,5813.3,82.2
249,98,1.108E10,5849.3,1.430
249,98,1.108E10,5903.2,3.21
249,98,1.108E10,5946.0,3.33
249,98,1.108E10,5999.6,0.026
249,98,1.108E10,6071.9,0.346
249,98,1.108E10,6139.3,1.330
249,98,1.108E10,6193.8,2.460
250,98,4.128E8,5742,0.0070
250,98,4.128E8,5891,0.283
250,98,4.128E8,5989.9,17.11
250,98,4.128E8,6030.22,82.58
251,98,2.834E10,5505,0.27
251,98,2.834E10,5567,1.0
251,98,2.834E10,5569,1.0
251,98,2.834E10,5635,4.90
251,98,2.834E10,5651,3.30
251,98,2.834E10,5679.3,35.4
251,98,2.834E10,5738,0.80
251,98,2.834E10,5766,3.60
251,98,2.834E10,5798,2.50
251,98,2.834E10,5817,4.00
251,98,2.834E10,5854,27.6
251,98,2.834E10,5946,0.60
251,98,2.834E10,6017,12.5
251,98,2.834E10,6078,2.60
252,98,8.347E7,5616,5.8E-5
252,98,8.347E7,5826.3,0.00193816
252,98,8.347E7,5976.6,0.23
252,98,8.347E7,6075.64,15.2
252,98,8.347E7,6118.10,81.6
253,98,1538784,5920,0.016
253,98,1538784,5980,0.29
254,98,5227200,5791,0.053
254,98,5227200,5833,0.257
243,99,21,7899,26
243,99,21,7939,3.9
245,99,66,7654,1.2
245,99,66,7699,5.2
245,99,66,7730,32
245,99,66,7780,2.0
247,99,273,7213,0.14
247,99,273,7275,0.84
247,99,273,7323,6.0
248,99,1620,6848,0.023
248,99,1620,6879,0.16
248,99,1620,6907,0.07
249,99,6132,6716,0.04
249,99,6132,6776,0.53
251,99,118800,6410,0.017
251,99,118800,6422,0.015
251,99,118800,6452,0.017
251,99,118800,6462,0.047
251,99,118800,6492,0.41
252,99,4.0755E7,5943,0.031
252,99,4.0755E7,5985,0.039
252,99,4.0755E7,6017,0.094
252,99,4.0755E7,6051,0.80
252,99,4.0755E7,6109,0.094
252,99,4.0755E7,6156,0.031
252,99,4.0755E7,6181,0.062
252,99,4.0755E7,6215,0.078
252,99,4.0755E7,6239,0.44
252,99,4.0755E7,6265,0.59
252,99,4.0755E7,6298,0.031
252,99,4.0755E7,6374,0.055
252,99,4.0755E7,6424,0.35
252,99,4.0755E7,6461,0.20
252,99,4.0755E7,6482,1.71
252,99,4.0755E7,6498,0.24
252,99,4.0755E7,6562,10.6
252,99,4.0755E7,6632,62.6
254,99,141480,6280,5.1E-4
254,99,141480,6297,0.00154
254,99,141480,6325,0.0070
254,99,141480,6357,0.0266
254,99,141480,6382,0.240
254,99,141480,6415,0.0058
254,99,141480,6455,3.8E-4
254,99,141480,6463,0.00198
254,99,141480,6469,2.6E-4
254,99,141480,6513,0.004
254,99,141480,6557,0.0186
254,99,141480,6591,0.0128
254,99,2.382E7,6000,0.030
254,99,2.382E7,6048,0.16
254,99,2.382E7,6105,0.340
254,99,2.382E7,6177,0.0200
254,99,2.382E7,6184,0.060
254,99,2.382E7,6194,0.040
254,99,2.382E7,6266,0.220
254,99,2.382E7,6275,0.140
254,99,2.382E7,6324,0.040
254,99,2.382E7,6347,0.75
254,99,2.382E7,6358.4,2.6
254,99,2.382E7,6378,0.005
254,99,2.382E7,6383,0.05
254,99,2.382E7,6415.4,1.80
254,99,2.382E7,6428.6,93.10
254,99,2.382E7,6435,0.030
254,99,2.382E7,6476,0.23
255,99,3438719.1,6213,0.200
255,99,3438719.1,6266.5,0.78
255,99,3438719.1,6401.4,7.0
246,100,1.1,8194,18
246,100,1.1,8237,74
248,100,36,7830,18.6
248,100,36,7870,74
250,100,1800,7396,15
250,100,1800,7435,75
251,100,19080,6580,0.0047
251,100,19080,6639,0.0101
251,100,19080,6682,0.0013
251,100,19080,6721,0.0079
251,100,19080,6763,0.0068
251,100,19080,6783,0.086
251,100,19080,6834,1.57
251,100,19080,6886,0.031
251,100,19080,6929,0.032
251,100,19080,7107,9.0E-4
251,100,19080,7185,0.0052
251,100,19080,7252,0.0167
251,100,19080,7306,0.027
252,100,91404,6759,0.023
252,100,91404,6904,0.97
252,100,91404,6998,15.00
252,100,91404,7039,84.0
253,100,259200,6487,0.036
253,100,259200,6541,0.18
253,100,259200,6630,0.31
253,100,259200,6650,0.29
253,100,259200,6673,2.8
253,100,259200,6846,1.01
253,100,259200,6867,0.108
253,100,259200,6901,1.18
253,100,259200,6943,5.1
253,100,259200,7023,0.80
253,100,259200,7083,0.16
254,100,11664,6898,0.0066
254,100,11664,7050,0.82
254,100,11664,7150,14.2
254,100,11664,7192,84.9
255,100,72252,6488,0.0030
255,100,72252,6546,0.0140
255,100,72252,6592,0.0170
255,100,72252,6699,0.0360
255,100,72252,6710,0.0130
255,100,72252,6741,0.0012
255,100,72252,6763,0.0160
255,100,72252,6807,0.110
255,100,72252,6814,0.0020
255,100,72252,6836,0.0080
255,100,72252,6873,0.0080
255,100,72252,6892,0.620
255,100,72252,6918,0.0170
255,100,72252,6953,0.022
255,100,72252,6963,5.04
255,100,72252,6983,0.130
255,100,72252,7022,93.4
255,100,72252,7080,0.40
255,100,72252,7103,0.090
255,100,72252,7127,0.070
256,100,9456,6872,1.22
256,100,9456,6917,6.9
257,100,8683200,6346,0.30
257,100,8683200,6441,2.00
257,100,8683200,6519.5,93.6
257,100,8683200,6622,0.6
257,100,8683200,6695,3.39
257,100,8683200,6752,0.58
248,101,7,8320,15
248,101,7,8360,5
249,101,23.8,8026,60
255,101,1620,7274,0.40
255,101,1620,7327,7.4
255,101,1620,7714,0.08
255,101,1620,7752,0.08
256,101,4620,7142,1.84
256,101,4620,7206,5.9
256,101,4620,7310,0.28
256,101,4620,7429,0.41
256,101,4620,7503,0.23
256,101,4620,7578,0.14
256,101,4620,7642,0.37
256,101,4620,7733,0.09
257,101,19872,7014,0.49
257,101,19872,7074,14
257,101,19872,7260,0.030
257,101,19872,7303,0.038
257,101,19872,7336,0.020
257,101,19872,7361,0.015
257,101,19872,7403,0.04
257,101,19872,7440,0.054
258,101,4449600,6697,3.4
258,101,4449600,6718,65.8
258,101,4449600,6763,20.8
258,101,4449600,6788,9.9
258,101,4449600,6990,0.10
258,101,4449600,7080,0.10
258,101,4449600,7159,0.10
252,102,2.27,8372,14
252,102,2.27,8415,44
255,102,186,7620,1.7
255,102,186,7717,1.5
255,102,186,7771,5.4
255,102,186,7879,2.6
255,102,186,7927,7.3
255,102,186,8007,3.8
255,102,186,8077,7.3
255,102,186,8121,27.8
255,102,186,8266,2.6
255,102,186,8312,1.16
256,102,2.91,8402,12.9
256,102,2.91,8448,86.6
259,102,3480,7455,9.8
259,102,3480,7500,29.3
259,102,3480,7533,17.3
259,102,3480,7605,10.5
259,102,3480,7685,8.3
255,103,2.53,8322,2.8
255,103,2.53,8457,37
255,103,31.1,8290,1.3
255,103,31.1,8365,69
255,103,31.1,8420,1.9
257,103,0.646,8796,18.0
257,103,0.646,8861,82.0
258,103,4.1,8590,29
258,103,4.1,8620,45
258,103,4.1,8650,15
258,103,4.1,8680,6.7
257,104,3.9,8968,39
257,104,3.9,9021,49
257,104,4.7,8283,3.5
257,104,4.7,8426,4.4
257,104,4.7,8471,3.5
257,104,4.7,8524,7.9
257,104,4.7,8589,1.8
257,104,4.7,8697,7.0
257,104,4.7,8738,13.2
257,104,4.7,8779,39
257,104,4.7,8864,2.6
257,104,4.7,8903,5.3
259,104,3.2,8770,55
259,104,3.2,8870,37
257,105,0.76,9163,87
257,105,1.5,8967,47
257,105,1.5,9074,47
260,105,1.52,9042,48
260,105,1.52,9075,25
260,105,1.52,9121,17
262,105,35,8450,50
262,105,35,8530,10.7
262,105,35,8670,6.0
260,106,0.0036,9720,9
260,106,0.0036,9770,4.E+1
265,106,8.9,8282,80
265,106,8.9,8505,20
271,110,0.00163,10682,29
271,110,0.00163,10738,71
